Name:,Marcia Ahn
Email:,mfa5876@psu.edu
Direct Fetched:,T
Hand Fetched:,T
Comment:,Data by Marcia; small fixes by Adam

id/nickname,Composition,Structure,Processing,Material Comment,Name,Source,Property Parameters,Temperature [K],Value [SI],Uncertainty [SI],Unit [SI],Pointer,DOI
431,Be,HCP,None,None,creep rate,EXP,stress = 0.69 MPa,1343.0,0.017,None,s-1,None,Samsonov_1968_HandbookOfThePhysicochemical
432,Be,HCP,None,None,creep rate,EXP,stress = 0.07 MPa,1303.0,1.7e-05,None,s-1,None,Samsonov_1968_HandbookOfThePhysicochemical
433,Be,HCP,None,None,creep rate,EXP,stress = 0.07 MPa,1353.0,0.00017,None,s-1,None,Samsonov_1968_HandbookOfThePhysicochemical
434,Be,HCP,None,None,creep rate,EXP,stress = 0.07 MPa,1463.0,0.0017,None,s-1,None,Samsonov_1968_HandbookOfThePhysicochemical
435,Ti,HCP,None,None,creep rate,EXP,stress = 110 MPa,703.0,2.5e-07,None,s-1,None,Samsonov_1968_HandbookOfThePhysicochemical
436,Zr,HCP,None,None,creep rate,EXP,stress = 107 MPa,533.0,0.017,None,s-1,None,Samsonov_1968_HandbookOfThePhysicochemical
437,Zr,HCP,None,None,creep rate,EXP,stress = 93.1 MPa,588.0,0.017,None,s-1,None,Samsonov_1968_HandbookOfThePhysicochemical
438,Zr,HCP,None,None,creep rate,EXP,stress = 75.8 MPa,673.0,0.017,None,s-1,None,Samsonov_1968_HandbookOfThePhysicochemical
439,Zr,HCP,None,None,creep rate,EXP,stress = 96.5 MPa,533.0,0.00017,None,s-1,None,Samsonov_1968_HandbookOfThePhysicochemical
440,Zr,HCP,None,None,creep rate,EXP,stress = 82.8 MPa,588.0,0.00017,None,s-1,None,Samsonov_1968_HandbookOfThePhysicochemical
441,Zr,HCP,None,None,creep rate,EXP,stress = 48.3 MPa,673.0,0.00017,None,s-1,None,Samsonov_1968_HandbookOfThePhysicochemical
442,Zr,HCP,None,None,creep rate,EXP,stress = 86.2 MPa,533.0,1.7e-06,None,s-1,None,Samsonov_1968_HandbookOfThePhysicochemical
443,Zr,HCP,None,None,creep rate,EXP,stress = 65.5 MPa,588.0,1.7e-06,None,s-1,None,Samsonov_1968_HandbookOfThePhysicochemical
444,Zr,HCP,None,None,creep rate,EXP,stress = 17.6 MPa,673.0,1.7e-06,None,s-1,None,Samsonov_1968_HandbookOfThePhysicochemical
445,Nb,FCC,None,None,creep rate,EXP,stress = 61.7 MPa,873.0,2.8e-07,None,s-1,None,Samsonov_1968_HandbookOfThePhysicochemical
446,Nb,FCC,None,None,creep rate,EXP,stress = 15.4 MPa,973.0,4.4e-07,None,s-1,None,Samsonov_1968_HandbookOfThePhysicochemical
447,Nb,FCC,None,None,creep rate,EXP,stress = 30.8 MPa,973.0,6e-07,None,s-1,None,Samsonov_1968_HandbookOfThePhysicochemical
448,Nb,FCC,None,None,creep rate,EXP,stress = 46.3 MPa,973.0,1.5e-06,None,s-1,None,Samsonov_1968_HandbookOfThePhysicochemical
449,Mo,BCC,None,None,creep rate,EXP,stress = 77.2 MPa,1273.0,9.2e-05,None,s-1,None,Samsonov_1968_HandbookOfThePhysicochemical
450,Mo,BCC,None,None,creep rate,EXP,stress = 77.2 MPa,1273.0,5.3e-05,None,s-1,None,Samsonov_1968_HandbookOfThePhysicochemical
451,Hf,HCP,None,None,creep rate,EXP,stress = 152 MPa,673.0,5e-08,None,s-1,None,Samsonov_1968_HandbookOfThePhysicochemical
452,Hf,HCP,None,None,creep rate,EXP,stress = 166 MPa,673.0,1.2e-06,None,s-1,None,Samsonov_1968_HandbookOfThePhysicochemical
453,Hf,HCP,None,None,creep rate,EXP,stress = 173 MPa,673.0,6e-06,None,s-1,None,Samsonov_1968_HandbookOfThePhysicochemical
454,Hf,HCP,None,None,creep rate,EXP,stress = 186 MPa,673.0,1.7e-05,None,s-1,None,Samsonov_1968_HandbookOfThePhysicochemical
455,Pb,FCC,None,None,creep rate,EXP,stress = 0.98 MPa,293.0,1.7e-05,None,s-1,None,Samsonov_1968_HandbookOfThePhysicochemical
456,Bi,rhombohedral,None,None,creep rate,EXP,stress = 414 MPa,339.0,0.0017,None,s-1,None,Samsonov_1968_HandbookOfThePhysicochemical
457,Bi,rhombohedral,None,None,creep rate,EXP,stress = 320 MPa,394.0,0.0017,None,s-1,None,Samsonov_1968_HandbookOfThePhysicochemical
458,Bi,rhombohedral,None,None,creep rate,EXP,stress = 241 MPa,450.0,0.0017,None,s-1,None,Samsonov_1968_HandbookOfThePhysicochemical
459,Bi,rhombohedral,None,None,creep rate,EXP,stress = 140 MPa,477.0,0.0017,None,s-1,None,Samsonov_1968_HandbookOfThePhysicochemical
460,U,orthorhombic,None,None,creep rate,EXP,stress = 245 MPa,293.0,3.8e-07,None,s-1,None,Samsonov_1968_HandbookOfThePhysicochemical
461,U,orthorhombic,None,None,creep rate,EXP,stress = 196 MPa,373.0,1.2e-06,None,s-1,None,Samsonov_1968_HandbookOfThePhysicochemical
462,U,orthorhombic,None,None,creep rate,EXP,stress = 177 MPa,473.0,4.5e-07,None,s-1,None,Samsonov_1968_HandbookOfThePhysicochemical
463,U,orthorhombic,None,None,creep rate,EXP,stress = 177 MPa,573.0,1.7e-06,None,s-1,None,Samsonov_1968_HandbookOfThePhysicochemical
464,U,orthorhombic,None,None,creep rate,EXP,stress = 98.1 MPa,673.0,1e-05,None,s-1,None,Samsonov_1968_HandbookOfThePhysicochemical
465,U,orthorhombic,None,None,creep rate,EXP,stress = 29.4 MPa,773.0,1.8e-05,None,s-1,None,Samsonov_1968_HandbookOfThePhysicochemical
466,U,orthorhombic,None,None,creep rate,EXP,stress = 19.8 MPa,873.0,3.3e-05,None,s-1,None,Samsonov_1968_HandbookOfThePhysicochemical
467,Fe0.61 Mo0.02 Nb0.29 Ta96.64 W2.44 ,BCT,None,None,creep rate,EXP,stress = 36 MPa,1723.0,1.3e-07,None,s-1,F2,10.1016/S1359-6454(98)00434-0
468,Fe0.61 Mo0.02 Nb0.29 Ta96.64 W2.45,BCT,None,None,creep rate,EXP,stress = 45 MPa,1723.0,6.5e-07,None,s-1,F2,10.1016/S1359-6454(98)00434-0
469,Fe0.61 Mo0.02 Nb0.29 Ta96.64 W2.46,BCT,None,None,creep rate,EXP,stress = 53 MPa,1723.0,4.3e-06,None,s-1,F2,10.1016/S1359-6454(98)00434-0
470,Fe0.61 Mo0.02 Nb0.29 Ta96.64 W2.47,BCT,None,None,creep rate,EXP,stress = 64 MPa,1723.0,2.4e-05,None,s-1,F2,10.1016/S1359-6454(98)00434-0
471,Fe0.61 Mo0.02 Nb0.29 Ta96.64 W2.48,BCT,None,None,creep rate,EXP,stress = 88 MPa,1723.0,0.00015,None,s-1,F2,10.1016/S1359-6454(98)00434-0
472,Fe0.61 Mo0.02 Nb0.29 Ta96.64 W2.49,BCT,None,None,creep rate,EXP,stress = 100 MPa,1723.0,0.0004,None,s-1,F2,10.1016/S1359-6454(98)00434-0
473,Fe0.61 Mo0.02 Nb0.29 Ta96.64 W2.50,BCT,None,None,creep rate,EXP,stress = 120 MPa,1723.0,0.0014,None,s-1,F2,10.1016/S1359-6454(98)00434-0
474,Fe0.61 Mo0.02 Nb0.29 Ta96.64 W2.51,BCT,None,None,creep rate,EXP,stress = 41 MPa,1673.0,6.4e-08,None,s-1,F2,10.1016/S1359-6454(98)00434-0
475,Fe0.61 Mo0.02 Nb0.29 Ta96.64 W2.52,BCT,None,None,creep rate,EXP,stress = 46 MPa,1673.0,1.4e-07,None,s-1,F2,10.1016/S1359-6454(98)00434-0
476,Fe0.61 Mo0.02 Nb0.29 Ta96.64 W2.53,BCT,None,None,creep rate,EXP,stress = 54 MPa,1673.0,6.9e-07,None,s-1,F2,10.1016/S1359-6454(98)00434-0
477,Fe0.61 Mo0.02 Nb0.29 Ta96.64 W2.54,BCT,None,None,creep rate,EXP,stress = 71 MPa,1673.0,4.2e-06,None,s-1,F2,10.1016/S1359-6454(98)00434-0
478,Fe0.61 Mo0.02 Nb0.29 Ta96.64 W2.55,BCT,None,None,creep rate,EXP,stress = 87 MPa,1673.0,1.8e-05,None,s-1,F2,10.1016/S1359-6454(98)00434-0
479,Fe0.61 Mo0.02 Nb0.29 Ta96.64 W2.56,BCT,None,None,creep rate,EXP,stress = 130 MPa,1673.0,0.00033,None,s-1,F2,10.1016/S1359-6454(98)00434-0
480,Fe0.61 Mo0.02 Nb0.29 Ta96.64 W2.57,BCT,None,None,creep rate,EXP,stress = 81 MPa,1573.0,4.3e-07,None,s-1,F2,10.1016/S1359-6454(98)00434-0
481,Fe0.61 Mo0.02 Nb0.29 Ta96.64 W2.58,BCT,None,None,creep rate,EXP,stress = 97 MPa,1573.0,2.4e-06,None,s-1,F2,10.1016/S1359-6454(98)00434-0
482,Fe0.61 Mo0.02 Nb0.29 Ta96.64 W2.59,BCT,None,None,creep rate,EXP,stress = 120 MPa,1573.0,1.3e-05,None,s-1,F2,10.1016/S1359-6454(98)00434-0
483,Fe0.61 Mo0.02 Nb0.29 Ta96.64 W2.60,BCT,None,None,creep rate,EXP,stress = 170 MPa,1573.0,0.00015,None,s-1,F2,10.1016/S1359-6454(98)00434-0
484,Mo95.7 Si3 B1.3,BCC,None,None,creep rate,EXP,stress = 199 MPa,1273.0,4.4e-08,None,s-1,F5,10.1016/j.actamat.2009.11.054 
485,Mo95.7 Si3 B1.3,BCC,None,None,creep rate,EXP,stress = 251 MPa,1273.0,3.7e-07,None,s-1,F5,10.1016/j.actamat.2009.11.054 
486,Mo95.7 Si3 B1.3,BCC,None,None,creep rate,EXP,stress = 301 MPa,1273.0,7.37e-07,None,s-1,F5,10.1016/j.actamat.2009.11.054
487,Mo95.7 Si3 B1.3,BCC,None,None,creep rate,EXP,stress = 73.9 MPa,1473.0,3.33e-08,None,s-1,F5,10.1016/j.actamat.2009.11.054
488,Mo95.7 Si3 B1.3,BCC,None,None,creep rate,EXP,stress = 99.7 MPa,1473.0,1.79e-07,None,s-1,F5,10.1016/j.actamat.2009.11.054
489,Mo95.7 Si3 B1.3,BCC,None,None,creep rate,EXP,stress = 150 MPa,1473.0,3.63e-06,None,s-1,F5,10.1016/j.actamat.2009.11.054
490,Mo95.7 Si3 B1.3,BCC,None,None,creep rate,EXP,stress = 49.9 MPa,1573.0,8.5e-08,None,s-1,F5,10.1016/j.actamat.2009.11.054
491,Mo95.7 Si3 B1.3,BCC,None,None,creep rate,EXP,stress = 74.4 MPa,1573.0,4.48e-07,None,s-1,F5,10.1016/j.actamat.2009.11.054
492,Mo95.7 Si3 B1.3,BCC,None,None,creep rate,EXP,stress = 98.5 MPa,1573.0,1.61e-06,None,s-1,F5,10.1016/j.actamat.2009.11.054
493,Mo86 Si6 B8 ,BCC,None,None,creep rate,EXP,stress = 167 MPa,1473.0,3.67e-08,None,s-1,F11,10.1016/j.actamat.2009.11.054 
494,Mo86 Si6 B8 ,BCC,None,None,creep rate,EXP,stress = 221 MPa,1473.0,1.79e-07,None,s-1,F11,10.1016/j.actamat.2009.11.054 
495,Mo86 Si6 B8,BCC,None,None,creep rate,EXP,stress = 280 MPa,1473.0,9.63e-07,None,s-1,F11,10.1016/j.actamat.2009.11.054
496,Mo86 Si6 B8,BCC,None,None,creep rate,EXP,stress = 346 MPa,1473.0,4.52e-06,None,s-1,F11,10.1016/j.actamat.2009.11.054
497,Mo86 Si6 B8,BCC,None,None,creep rate,EXP,stress = 109 MPa,1573.0,1.07e-07,None,s-1,F11,10.1016/j.actamat.2009.11.054
498,Mo86 Si6 B8,BCC,None,None,creep rate,EXP,stress = 168 MPa,1573.0,5.97e-07,None,s-1,F11,10.1016/j.actamat.2009.11.054
499,Mo86 Si6 B8,BCC,None,None,creep rate,EXP,stress = 222 MPa,1573.0,2.6e-06,None,s-1,F11,10.1016/j.actamat.2009.11.054
500,Mo82.7 Si8.6 B8.7 ,BCC,None,None,creep rate,EXP,stress = 223 MPa,1473.0,6.03e-08,None,s-1,F11,10.1016/j.actamat.2009.11.054
501,Mo82.7 Si8.6 B8.7 ,BCC,None,None,creep rate,EXP,stress = 284 MPa,1473.0,2.78e-07,None,s-1,F11,10.1016/j.actamat.2009.11.054
502,Mo82.7 Si8.6 B8.7,BCC,None,None,creep rate,EXP,stress = 343 MPa,1473.0,1.61e-06,None,s-1,F11,10.1016/j.actamat.2009.11.054
503,Mo82.7 Si8.6 B8.7,BCC,None,None,creep rate,EXP,stress = 108 MPa,1573.0,1.25e-07,None,s-1,F11,10.1016/j.actamat.2009.11.054
504,Mo82.7 Si8.6 B8.7,BCC,None,None,creep rate,EXP,stress = 168 MPa,1573.0,4.93e-07,None,s-1,F11,10.1016/j.actamat.2009.11.054
505,Fe23.49 Co24.58 Ni24.31 Cr13.42 Mn14.21,FCC,None,None,creep rate,EXP,stress = 38.96 MPa,1023.0,6.526e-07,None,s-1,F2,10.1016/j.intermet.2014.06.015
506,Fe23.49 Co24.58 Ni24.31 Cr13.42 Mn14.21,FCC,None,None,creep rate,EXP,stress = 69.83 MPa,1023.0,2.6383e-06,None,s-1,F2,10.1016/j.intermet.2014.06.015
507,Fe23.49 Co24.58 Ni24.31 Cr13.42 Mn14.21,FCC,None,None,creep rate,EXP,stress = 90.19 MPa,1023.0,6.6574e-06,None,s-1,F2,10.1016/j.intermet.2014.06.015
505,Fe23.49 Co24.58 Ni24.31 Cr13.42 Mn14.21,FCC,None,None,creep rate,EXP,stress = 145.14 MPa,1023.0,3.30287e-05,None,s-1,F2,10.1016/j.intermet.2014.06.015
506,Fe23.49 Co24.58 Ni24.31 Cr13.42 Mn14.21,FCC,None,None,creep rate,EXP,stress = 198.72 MPa,1023.0,0.0001613089,None,s-1,F2,10.1016/j.intermet.2014.06.015
507,Fe23.49 Co24.58 Ni24.31 Cr13.42 Mn14.21,FCC,None,None,creep rate,EXP,stress = 260.14 MPa,1023.0,0.0008230184,None,s-1,F2,10.1016/j.intermet.2014.06.015
508,Fe23.49 Co24.58 Ni24.31 Cr13.42 Mn14.21,FCC,None,None,creep rate,EXP,stress = 22.94 MPa,1048.0,6.6e-07,None,s-1,F2,10.1016/j.intermet.2014.06.015
509,Fe23.49 Co24.58 Ni24.31 Cr13.42 Mn14.21,FCC,None,None,creep rate,EXP,stress = 47.9 MPa,1048.0,2.5937e-06,None,s-1,F2,10.1016/j.intermet.2014.06.015
510,Fe23.49 Co24.58 Ni24.31 Cr13.42 Mn14.21,FCC,None,None,creep rate,EXP,stress = 64.99 MPa,1048.0,6.7417e-06,None,s-1,F2,10.1016/j.intermet.2014.06.015
508,Fe23.49 Co24.58 Ni24.31 Cr13.42 Mn14.21,FCC,None,None,creep rate,EXP,stress = 129.74 MPa,1048.0,3.25245e-05,None,s-1,F2,10.1016/j.intermet.2014.06.015
509,Fe23.49 Co24.58 Ni24.31 Cr13.42 Mn14.21,FCC,None,None,creep rate,EXP,stress = 172.91 MPa,1048.0,0.000161166,None,s-1,F2,10.1016/j.intermet.2014.06.015
510,Fe23.49 Co24.58 Ni24.31 Cr13.42 Mn14.21,FCC,None,None,creep rate,EXP,stress = 223.32 MPa,1048.0,0.0008343664,None,s-1,F2,10.1016/j.intermet.2014.06.015
511,Fe23.49 Co24.58 Ni24.31 Cr13.42 Mn14.21,FCC,None,None,creep rate,EXP,stress = 15.95 MPa,1073.0,6.584e-07,None,s-1,F2,10.1016/j.intermet.2014.06.015
512,Fe23.49 Co24.58 Ni24.31 Cr13.42 Mn14.21,FCC,None,None,creep rate,EXP,stress = 35.78 MPa,1073.0,2.5888e-06,None,s-1,F2,10.1016/j.intermet.2014.06.015
513,Fe23.49 Co24.58 Ni24.31 Cr13.42 Mn14.21,FCC,None,None,creep rate,EXP,stress = 51.23 MPa,1073.0,6.348e-06,None,s-1,F2,10.1016/j.intermet.2014.06.015
511,Fe23.49 Co24.58 Ni24.31 Cr13.42 Mn14.21,FCC,None,None,creep rate,EXP,stress = 97.78 MPa,1073.0,3.2466e-05,None,s-1,F2,10.1016/j.intermet.2014.06.015
512,Fe23.49 Co24.58 Ni24.31 Cr13.42 Mn14.21,FCC,None,None,creep rate,EXP,stress = 141.29 MPa,1073.0,0.0001609588,None,s-1,F2,10.1016/j.intermet.2014.06.015
513,Fe23.49 Co24.58 Ni24.31 Cr13.42 Mn14.21,FCC,None,None,creep rate,EXP,stress = 189.15 MPa,1073.0,0.0008093914,None,s-1,F2,10.1016/j.intermet.2014.06.015
514,Fe23.49 Co24.58 Ni24.31 Cr13.42 Mn14.21,FCC,None,None,creep rate,EXP,stress = 6.95 MPa,1123.0,6.36e-07,None,s-1,F2,10.1016/j.intermet.2014.06.015
515,Fe23.49 Co24.58 Ni24.31 Cr13.42 Mn14.21,FCC,None,None,creep rate,EXP,stress = 20.78 MPa,1123.0,2.5799e-06,None,s-1,F2,10.1016/j.intermet.2014.06.015
516,Fe23.49 Co24.58 Ni24.31 Cr13.42 Mn14.21,FCC,None,None,creep rate,EXP,stress = 32.71 MPa,1123.0,6.4234e-06,None,s-1,F2,10.1016/j.intermet.2014.06.015
514,Fe23.49 Co24.58 Ni24.31 Cr13.42 Mn14.21,FCC,None,None,creep rate,EXP,stress = 65.29 MPa,1123.0,3.2861e-05,None,s-1,F2,10.1016/j.intermet.2014.06.015
515,Fe23.49 Co24.58 Ni24.31 Cr13.42 Mn14.21,FCC,None,None,creep rate,EXP,stress = 98.22 MPa,1123.0,0.000162959,None,s-1,F2,10.1016/j.intermet.2014.06.015
516,Fe23.49 Co24.58 Ni24.31 Cr13.42 Mn14.21,FCC,None,None,creep rate,EXP,stress = 139.4 MPa,1123.0,0.0008197543,None,s-1,F2,10.1016/j.intermet.2014.06.015
517,Mo83 Si9 B8 ,BCC,None,None,creep rate,EXP,stress = 50 MPa,1523.0,1.69e-05,None,s-1,F5,10.1016/j.intermet.2013.08.017 
518,Mo83 Si9 B8,BCC,None,None,creep rate,EXP,stress = 50 MPa,1473.0,4.12e-06,None,s-1,F5,10.1016/j.intermet.2013.08.017 
519,Mo83 Si9 B8,BCC,None,None,creep rate,EXP,stress = 50 MPa,1373.0,1.39e-07,None,s-1,F5,10.1016/j.intermet.2013.08.017
520,Mo82 Si9 B8 Zr1,BCC,None,None,creep rate,EXP,stress = 50 MPa,1523.0,3.82e-06,None,s-1,F5,10.1016/j.intermet.2013.08.017
521,Mo82 Si9 B8 Zr1,BCC,None,None,creep rate,EXP,stress = 50 MPa,1473.0,4.21e-08,None,s-1,F5,10.1016/j.intermet.2013.08.017
522,Mo82 Si9 B8 Zr1,BCC,None,None,creep rate,EXP,stress = 50 MPa,1373.0,9.74e-07,None,s-1,F5,10.1016/j.intermet.2013.08.017
523,Mo81 Si9 B8 Zr2,BCC,None,None,creep rate,EXP,stress = 50 MPa,1523.0,1.82e-06,None,s-1,F5,10.1016/j.intermet.2013.08.017
524,Mo81 Si9 B8 Zr2,BCC,None,None,creep rate,EXP,stress = 50 MPa,1473.0,6.04e-07,None,s-1,F5,10.1016/j.intermet.2013.08.017
525,Mo81 Si9 B8 Zr2,BCC,None,None,creep rate,EXP,stress = 50 MPa,1373.0,3.63e-08,None,s-1,F5,10.1016/j.intermet.2013.08.017
526,Mo79 Si9 B8 Zr4,BCC,None,None,creep rate,EXP,stress = 50 MPa,1523.0,2.73e-06,None,s-1,F5,10.1016/j.intermet.2013.08.017
527,Mo79 Si9 B8 Zr4,BCC,None,None,creep rate,EXP,stress = 50 MPa,1473.0,1.83e-06,None,s-1,F5,10.1016/j.intermet.2013.08.017
528,Mo79 Si9 B8 Zr4,BCC,None,None,creep rate,EXP,stress = 50 MPa,1373.0,6.39e-08,None,s-1,F5,10.1016/j.intermet.2013.08.017
529,Mo83 Si9 B8,BCC,None,None,creep rate,EXP,stress = 50 MPa,1473.0,3.93e-06,None,s-1,F5,10.1016/j.intermet.2013.08.017
530,Mo83 Si9 B8,BCC,None,None,creep rate,EXP,stress = 75 MPa,1473.0,1.06e-05,None,s-1,F5,10.1016/j.intermet.2013.08.017
531,Mo83 Si9 B8,BCC,None,None,creep rate,EXP,stress = 100 MPa,1473.0,3e-05,None,s-1,F5,10.1016/j.intermet.2013.08.017
532,Mo82 Si9 B8 Zr1,BCC,None,None,creep rate,EXP,stress = 50 MPa,1473.0,1e-06,None,s-1,F5,10.1016/j.intermet.2013.08.017
533,Mo82 Si9 B8 Zr1,BCC,None,None,creep rate,EXP,stress = 50 MPa,1473.0,9.672e-07,None,s-1,F5,10.1016/j.intermet.2013.08.017
533,Mo82 Si9 B8 Zr1,BCC,None,None,creep rate,EXP,stress = 75 MPa,1473.0,5.19e-06,None,s-1,F5,10.1016/j.intermet.2013.08.017
534,Mo82 Si9 B8 Zr1,BCC,None,None,creep rate,EXP,stress = 100 MPa,1473.0,7.02e-06,None,s-1,F5,10.1016/j.intermet.2013.08.017
536,Mo81 Si9 B8 Zr2,BCC,None,None,creep rate,EXP,stress = 75 MPa,1473.0,2.66e-06,None,s-1,F5,10.1016/j.intermet.2013.08.017
537,Mo81 Si9 B8 Zr2,BCC,None,None,creep rate,EXP,stress = 100 MPa,1473.0,4.11e-06,None,s-1,F5,10.1016/j.intermet.2013.08.017
538,Mo79 Si9 B8 Zr4,BCC,None,None,creep rate,EXP,stress = 50 MPa,1473.0,1.57e-06,None,s-1,F5,10.1016/j.intermet.2013.08.017
539,Mo79 Si9 B8 Zr4,BCC,None,None,creep rate,EXP,stress = 75 MPa,1473.0,2.66e-05,None,s-1,F5,10.1016/j.intermet.2013.08.017
540,Nb62.5 Si37.5 ,Nb3Si2,None,None,creep rate,EXP,stress = 142 MPa,1473.0,4.1e-09,None,s-1,F3,10.1016/0956-716X(95)00130-N
541,Nb62.5 Si37.5 ,Nb3Si3,None,None,creep rate,EXP,stress = 178 MPa,1473.0,5e-09,None,s-1,F3,10.1016/0956-716X(95)00130-N
542,Nb62.5 Si37.5,Nb3Si4,None,None,creep rate,EXP,stress = 246 MPa,1473.0,6.4e-09,None,s-1,F3,10.1016/0956-716X(95)00130-N
543,Nb62.5 Si37.5,Nb3Si5,None,None,creep rate,EXP,stress = 73.2 MPa,1573.0,5.4e-09,None,s-1,F3,10.1016/0956-716X(95)00130-N
544,Nb62.5 Si37.5,Nb3Si6,None,None,creep rate,EXP,stress = 109 MPa,1573.0,7e-09,None,s-1,F3,10.1016/0956-716X(95)00130-N
545,Nb62.5 Si37.5,Nb3Si7,None,None,creep rate,EXP,stress = 144 MPa,1573.0,1.05e-08,None,s-1,F3,10.1016/0956-716X(95)00130-N
546,Nb62.5 Si37.5,Nb3Si8,None,None,creep rate,EXP,stress = 178 MPa,1573.0,1.24e-08,None,s-1,F3,10.1016/0956-716X(95)00130-N
547,Nb62.5 Si37.5,Nb3Si9,None,None,creep rate,EXP,stress = 212 MPa,1573.0,1.49e-08,None,s-1,F3,10.1016/0956-716X(95)00130-N
548,Nb62.5 Si37.5,Nb3Si10,None,None,creep rate,EXP,stress = 69.4 MPa,1623.0,1.02e-08,None,s-1,F3,10.1016/0956-716X(95)00130-N
549,Nb62.5 Si37.5,Nb3Si11,None,None,creep rate,EXP,stress = 135 MPa,1623.0,1.88e-08,None,s-1,F3,10.1016/0956-716X(95)00130-N
550,Nb62.5 Si37.5,Nb3Si12,None,None,creep rate,EXP,stress = 206 MPa,1623.0,2.55e-08,None,s-1,F3,10.1016/0956-716X(95)00130-N
551,Nb62.5 Si37.5,Nb3Si13,None,None,creep rate,EXP,stress = 275 MPa,1623.0,3.35e-08,None,s-1,F3,10.1016/0956-716X(95)00130-N
552,Nb62.5 Si37.5,Nb3Si14,None,None,creep rate,EXP,stress = 52 MPa,1673.0,1.54e-08,None,s-1,F3,10.1016/0956-716X(95)00130-N
553,Nb62.5 Si37.5,Nb3Si15,None,None,creep rate,EXP,stress = 73.3 MPa,1673.0,1.94e-08,None,s-1,F3,10.1016/0956-716X(95)00130-N
554,Nb62.5 Si37.5,Nb3Si16,None,None,creep rate,EXP,stress = 103 MPa,1673.0,2.55e-08,None,s-1,F3,10.1016/0956-716X(95)00130-N
555,Nb62.5 Si37.5,Nb3Si17,None,None,creep rate,EXP,stress = 139 MPa,1673.0,3.36e-08,None,s-1,F3,10.1016/0956-716X(95)00130-N
556,Nb62.5 Si37.5,Nb3Si18,None,None,creep rate,EXP,stress = 174 MPa,1673.0,4.35e-08,None,s-1,F3,10.1016/0956-716X(95)00130-N
557,Nb62.5 Si37.5,Nb3Si19,None,None,creep rate,EXP,stress = 205 MPa,1673.0,6.1e-08,None,s-1,F3,10.1016/0956-716X(95)00130-N
558,Nb62.5 Si37.5,Nb3Si20,None,None,creep rate,EXP,stress = 271 MPa,1673.0,1.03e-07,None,s-1,F3,10.1016/0956-716X(95)00130-N
559,Nb62.5 Si37.5,Nb3Si21,None,None,creep rate,EXP,stress = 342 MPa,1673.0,1.81e-07,None,s-1,F3,10.1016/0956-716X(95)00130-N
560,Nb62.5 Si37.5,Nb3Si22,None,None,creep rate,EXP,stress = 410 MPa,1673.0,2.81e-07,None,s-1,F3,10.1016/0956-716X(95)00130-N
561,W,BCC,None,None,creep rate,EXP,stress = 21.3 MPa,2200.0,3.23e-07,None,s-1,F2,10.1016/0956-716X(95)00252-Q
562,W,BCC,None,None,creep rate,EXP,stress = 23.1 MPa,2200.0,5.56e-07,None,s-1,F2,10.1016/0956-716X(95)00252-Q
563,W,BCC,None,None,creep rate,EXP,stress = 25.8 MPa,2200.0,1.16e-06,None,s-1,F2,10.1016/0956-716X(95)00252-Q
564,W,BCC,None,None,creep rate,EXP,stress = 29.2 MPa,2200.0,2.72e-06,None,s-1,F2,10.1016/0956-716X(95)00252-Q
565,W,BCC,None,None,creep rate,EXP,stress = 33.5 MPa,2200.0,6.69e-06,None,s-1,F2,10.1016/0956-716X(95)00252-Q
566,W,BCC,None,None,creep rate,EXP,stress = 38.5 MPa,2200.0,1.72e-05,None,s-1,F2,10.1016/0956-716X(95)00252-Q
567,W99.79 Hf0.21,BCC,None,None,creep rate,EXP,stress = 21.3 MPa,2200.0,6.33e-08,None,s-1,F2,10.1016/0956-716X(95)00252-Q
568,W99.79 Hf0.21,BCC,None,None,creep rate,EXP,stress = 25.3 MPa,2200.0,1.56e-07,None,s-1,F2,10.1016/0956-716X(95)00252-Q
569,W99.79 Hf0.21,BCC,None,None,creep rate,EXP,stress = 30.8 MPa,2200.0,4.52e-07,None,s-1,F2,10.1016/0956-716X(95)00252-Q
570,W99.79 Hf0.21,BCC,None,None,creep rate,EXP,stress = 36.9 MPa,2200.0,1.72e-06,None,s-1,F2,10.1016/0956-716X(95)00252-Q
571,W99.79 Hf0.21,BCC,None,None,creep rate,EXP,stress = 43.9 MPa,2200.0,5.22e-06,None,s-1,F2,10.1016/0956-716X(95)00252-Q
572,W99.79 Hf0.21,BCC,None,None,creep rate,EXP,stress = 50.5 MPa,2200.0,1.31e-05,None,s-1,F2,10.1016/0956-716X(95)00252-Q
573,W97.5 Nb2.5,BCC,None,None,creep rate,EXP,stress = 25.2 MPa,2200.0,7.49e-08,None,s-1,F2,10.1016/0956-716X(95)00252-Q
574,W97.5 Nb2.5,BCC,None,None,creep rate,EXP,stress = 28.4 MPa,2200.0,1.43e-07,None,s-1,F2,10.1016/0956-716X(95)00252-Q
575,W97.5 Nb2.5,BCC,None,None,creep rate,EXP,stress = 38.4 MPa,2200.0,8.48e-07,None,s-1,F2,10.1016/0956-716X(95)00252-Q
576,W97.5 Nb2.5,BCC,None,None,creep rate,EXP,stress = 43.7 MPa,2200.0,2e-06,None,s-1,F2,10.1016/0956-716X(95)00252-Q
577,W97.5 Nb2.5,BCC,None,None,creep rate,EXP,stress = 49.6 MPa,2200.0,4.71e-06,None,s-1,F2,10.1016/0956-716X(95)00252-Q
